system:time_start,B1,B2,B3,B4,B5,B6,B7,,,Quarters,(All),,,,,,,,,,,,,,,
21-Feb-16,"1,291.62","1,518.82","1,720.08","2,246.80","2,335.22","2,993.26","2,051.28",,,,,,,,,,,,,,,,,,,
28-Feb-16,915.391,"1,181.83","1,397.51","1,854.38","2,079.93","3,074.48","1,871",,,,,,,,,,,,,,,,,,,
08-Mar-16,997.659,"1,185.50","1,406.87","2,006.57","2,117.51","3,080.06","1,812.51",,,,,,,,,,,,,,,,,,,
15-Mar-16,"1,739.67","2,034.59","2,260.89","2,918.70","2,802.64","2,934.21","2,490.92",,,,,,,,,,,,,,,,,,,
24-Mar-16,"1,032.78","1,339.38","1,571.45","2,141.32","2,314.35","3,163.53","2,035.39",,,,,,,,,,,,,,,,,,,
31-Mar-16,"1,104.18","1,377.60","1,587.95","2,067.35","2,124.16","3,079.85","1,895.22",,,,,,,,,,,,,,,,,,,
09-Apr-16,977.58,"1,173.99","1,374.46","1,837.32","1,912.29","3,109.87","1,670.81",,,,,,,,,,,,,,,,,,,
16-Apr-16,944.449,"1,259.10","1,416.80","1,863.24","1,818.06","3,113.10","1,585.16",,,,,,,,,,,,,,,,,,,
02-May-16,"1,247.86","1,580.96","1,826.01","2,339.70","2,420.03","3,101.21","2,085.57",,,,,,,,,,,,,,,,,,,
11-May-16,"1,224.78","1,471.82","1,767.82","2,303.40","2,469.87","3,091.61","2,129.22",,,,,,,,,,,,,,,,,,,
18-May-16,"1,072.22","1,378.09","1,622.84","2,054.49","2,276.69","3,170.99","2,043.27",,,,,,,,,,,,,,,,,,,
19-Jun-16,"7,303.95","4,578.47","6,663.88","5,121.46","4,202.18","2,679.57","3,112.37",,,,,,,,,,,,,,,,,,,
23-Sep-16,905.396,"1,120.93","1,170.38","1,582.76","1,431.90","2,986.82","1,173.96",,,,,,,,,,,,,,,,,,,
09-Oct-16,"2,545.02","2,605.71","2,592.46","2,786.65","2,218.75","2,875.68","1,724.70",,,,,,,,,,,,,,,,,,,
18-Oct-16,855.8,977.141,"1,073.59","1,540.59","1,447.47","3,041.72","1,266.95",,,,,,,,,,,,,,,,,,,
25-Oct-16,"1,010.71","1,126.16","1,112.06","1,300.36","1,142.20","3,000.96",966.522,,,,,,,,,,,,,,,,,,,
03-Nov-16,971,"1,108.91","1,156.54","1,470.39","1,360.52","3,028.61","1,202.54",,,,,,,,,,,,,,,,,,,
10-Nov-16,773.826,935.71,"1,008.91","1,236.83","1,235.62","3,039.48","1,150.48",,,,,,,,,,,,,,,,,,,
19-Nov-16,716.048,778.913,844.546,"1,071.84","1,007.44","3,010.65",903.947,,,,,,,,,,,,,,,,,,,
26-Nov-16,628.99,800.589,832.678,"1,059.81","1,009.12","3,011.02",899.99,,,,,,,,,,,,,,,,,,,
05-Dec-16,894.451,"1,073.74","1,164.10","1,457.45","1,482.24","3,007.69","1,348.07",,,,,,,,,,,,,,,,,,,
12-Dec-16,718.286,919.184,988.029,"1,155.21","1,187.58","3,009.53","1,090.98",,,,,,,,,,,,,,,,,,,
21-Dec-16,740.409,864.394,971.073,"1,165.91","1,183.12","2,988.76","1,078.15",,,,,,,,,,,,,,,,,,,
28-Dec-16,879.942,"1,078.98","1,196.17","1,455.26","1,547.80","2,993.68","1,420.64",,,,,,,,,,,,,,,,,,,
06-Jan-17,"1,214.37","1,312.67","1,302.23","1,315.40","1,125.99","2,957.32",947.663,,,,,,,,,,,,,,,,,,,
13-Jan-17,757.913,924.362,"1,040.49","1,246.68","1,289.28","2,942.10","1,178.62",,,,,,,,,,,,,,,,,,,
22-Jan-17,"1,101.00","1,112.77","1,204.12","1,462.45","1,381.70","2,960.47","1,173.50",,,,,,,,,,,,,,,,,,,
29-Jan-17,602.169,761.169,822.461,984.442,999.487,"2,973.88",897.325,,,,,,,,,,,,,,,,,,,
07-Feb-17,718.415,882.195,947.088,"1,113.54","1,137.73","2,987.14","1,045.57",,,,,,,,,,,,,,,,,,,
14-Feb-17,884.841,973.899,980.942,"1,051.19",823.217,"2,953.87",649.159,,,,,,,,,,,,,,,,,,,
23-Feb-17,734.463,841.154,929.219,"1,135.97","1,104.41","3,019.90",982.284,,,,,,,,,,,,,,,,,,,
02-Mar-17,781.017,954.71,"1,116.25","1,430.94","1,512.96","3,058.39","1,393.71",,,,,,,,,,,,,,,,,,,
11-Mar-17,753.544,917.299,950.221,"1,103.85",982.191,"2,988.24",857.946,,,,,,,,,,,,,,,,,,,
18-Mar-17,813.592,"1,009.70","1,153.58","1,423.96","1,434.98","3,029.48","1,309.17",,,,,,,,,,,,,,,,,,,
27-Mar-17,659.514,797.255,844.37,996.812,893.351,"3,053.68",762.486,,,,,,,,,,,,,,,,,,,
03-Apr-17,677.773,881.821,925.614,"1,080.93","1,040.45","3,048.75",909.449,,,,,,,,,,,,,,,,,,,
12-Apr-17,853.677,"1,084.23","1,187.12","1,500.67","1,472.41","3,113.39","1,332.98",,,,,,,,,,,,,,,,,,,
19-Apr-17,846.121,"1,092.54","1,178.44","1,429.13","1,378.37","3,065.37","1,207.58",,,,,,,,,,,,,,,,,,,
28-Apr-17,938.097,"1,122.21","1,272.60","1,597.85","1,567.96","3,089.52","1,399.97",,,,,,,,,,,,,,,,,,,
05-May-17,845.764,"1,083.06","1,180.54","1,348.82","1,257.28","3,110.74","1,102.31",,,,,,,,,,,,,,,,,,,
14-May-17,"1,088.90","1,343.98","1,433.56","1,620.17","1,502.76","3,038.81","1,294.38",,,,,,,,,,,,,,,,,,,
21-May-17,"1,207.69","1,511.68","1,679.28","1,984.23","2,033.50","3,050.60","1,781.79",,,,,,,,,,,,,,,,,,,
06-Jun-17,"3,207.96","3,154.79","3,921.14","3,735.15","3,732.43","2,904.09","3,035.51",,,,,,,,,,,,,,,,,,,
15-Jun-17,"1,260.07","1,516.41","1,636.70","1,966.63","1,907.43","3,041.32","1,605.12",,,,,,,,,,,,,,,,,,,
08-Jul-17,"1,881.29","2,141.23","2,240.11","2,707.30","2,525.83","2,952.01","2,104.36",,,,,,,,,,,,,,,,,,,
10-Sep-17,"1,618.21","1,774.99","1,761.76","2,060.74","1,767.77","2,962.82","1,373.53",,,,,,,,,,,,,,,,,,,
19-Sep-17,"1,362.46","1,520.52","1,494.80","2,030.84","1,439.65","2,872.25","1,139.36",,,,,,,,,,,,,,,,,,,
26-Sep-17,895.077,"1,034.57","1,053.89","1,274.23","1,132.63","3,015.29",938.42,,,,,,,,,,,,,,,,,,,
05-Oct-17,754.304,876.25,980.363,"1,276.36","1,267.64","3,056.16","1,127.70",,,,,,,,,,,,,,,,,,,
21-Oct-17,829.878,954.51,933.429,"1,279.12",958.694,"3,025.95",737.459,,,,,,,,,,,,,,,,,,,
28-Oct-17,865.973,"1,038.53","1,069.37","1,367.47","1,191.69","3,030.70","1,028.55",,,,,,,,,,,,,,,,,,,
06-Nov-17,778.092,850.367,896.367,"1,173.30",983.418,"3,008.40",810.755,,,,,,,,,,,,,,,,,,,
13-Nov-17,993,"1,160.67","1,181.57","1,372.91","1,093.24","3,005.10",916.333,,,,,,,,,,,,,,,,,,,
22-Nov-17,847.956,994.863,964.376,"1,199.54",919.99,"2,972.02",735.346,,,,,,,,,,,,,,,,,,,
29-Nov-17,819.333,976.424,998.648,"1,090.72",950.97,"2,991.96",825.57,,,,,,,,,,,,,,,,,,,
08-Dec-17,"1,427.11","1,338.88","1,323.74","1,367.79",843.591,"2,913.67",579.01,,,,,,,,,,,,,,,,,,,
15-Dec-17,"1,548.72","1,598.31","1,584.76","1,652.89","1,114.84","2,806.88",886.707,,,,,,,,,,,,,,,,,,,
24-Dec-17,683,800.224,767.051,969.398,802.852,"2,949.71",652.791,,,,,,,,,,,,,,,,,,,
31-Dec-17,922.957,"1,011.80",953.884,921.986,649.971,"2,925.97",527.812,,,,,,,,,,,,,,,,,,,
09-Jan-18,928.057,902.788,878.378,957.145,574.451,"2,908.98",414.627,,,,,,,,,,,,,,,,,,,
16-Jan-18,632.906,767.46,750.901,899.703,782.396,"2,971.68",653.03,,,,,,,,,,,,,,,,,,,
25-Jan-18,835.168,983.81,"1,044.55","1,199.30","1,221.48","2,981.79","1,122.33",,,,,,,,,,,,,,,,,,,
01-Feb-18,854.232,"1,012.15","1,069.23","1,196.20","1,169.49","3,006.16","1,068.99",,,,,,,,,,,,,,,,,,,
17-Feb-18,833.285,948.319,996.169,"1,091.97",936.415,"2,988.79",801.174,,,,,,,,,,,,,,,,,,,
26-Feb-18,858.09,"1,047.42","1,144.97","1,317.15","1,300.78","3,033.62","1,183.93",,,,,,,,,,,,,,,,,,,
05-Mar-18,821.28,993.686,"1,137.31","1,395.75","1,485.26","3,057.83","1,362.25",,,,,,,,,,,,,,,,,,,
14-Mar-18,840.654,961.302,"1,027.44","1,195.33",981.917,"3,014.75",855.756,,,,,,,,,,,,,,,,,,,
21-Mar-18,839.515,"1,037.59","1,165.97","1,408.10","1,382.69","3,040.72","1,248.69",,,,,,,,,,,,,,,,,,,
30-Mar-18,902.877,"1,133.79","1,235.01","1,585.77","1,529.33","3,100.36","1,371.40",,,,,,,,,,,,,,,,,,,
06-Apr-18,955.402,"1,182.40","1,328.10","1,708.12","1,644.02","3,082","1,445.37",,,,,,,,,,,,,,,,,,,
15-Apr-18,"1,624.06","1,747.99","1,945.35","2,487.18","2,444.33","2,843.70","2,230.49",,,,,,,,,,,,,,,,,,,
22-Apr-18,875.191,"1,161.97","1,281.37","1,716.60","1,677.68","3,107.14","1,446.38",,,,,,,,,,,,,,,,,,,
01-May-18,"1,118.33","1,404.17","1,586.78","2,058.96","2,110.74","3,120.74","1,856.52",,,,,,,,,,,,,,,,,,,
17-May-18,"1,150.60","1,386.26","1,656.18","2,215.47","2,325.01","3,166.98","2,062.36",,,,,,,,,,,,,,,,,,,
24-May-18,"1,055.01","1,337.72","1,557.49","1,938.42","2,118.91","3,152.00","1,926.27",,,,,,,,,,,,,,,,,,,
02-Jun-18,"1,318.47","1,626.26","1,849.84","2,228.41","2,303.59","3,059.27","1,951.45",,,,,,,,,,,,,,,,,,,
29-Sep-18,882.604,"1,120.66","1,234.22","1,744.29","1,710.33","3,075.20","1,505.97",,,,,,,,,,,,,,,,,,,
08-Oct-18,986.309,"1,175.01","1,240.95","1,602.11","1,444.06","3,062.90","1,245.63",,,,,,,,,,,,,,,,,,,
15-Oct-18,806.12,967.731,"1,033.81","1,379.21","1,257.42","3,056.03","1,064.86",,,,,,,,,,,,,,,,,,,
24-Oct-18,859.395,967.434,"1,105.03","1,574.69","1,525.80","3,050.08","1,284.01",,,,,,,,,,,,,,,,,,,
31-Oct-18,841.07,"1,039.48","1,145.96","1,618.02","1,578.45","3,048.35","1,353.03",,,,,,,,,,,,,,,,,,,
09-Nov-18,"1,081.42","1,243.22","1,306.71","1,691.75","1,517.90","3,042.44","1,317.49",,,,,,,,,,,,,,,,,,,
16-Nov-18,"1,105.27","1,345.28","1,510.65","2,274.69","2,349.94","3,032.13","1,831.28",,,,,,,,,,,,,,,,,,,
25-Nov-18,"1,019.42","1,141.42","1,340.49","1,951.77","2,030.28","3,047.52","1,786.22",,,,,,,,,,,,,,,,,,,
02-Dec-18,"2,220.51","2,338.14","2,445.95","3,076.00","2,541.00","2,727.15","2,041.45",,,,,,,,,,,,,,,,,,,
11-Dec-18,"1,152.72","1,364.73","1,541.03","2,239.41","2,321.82","2,991.41","1,762.80",,,,,,,,,,,,,,,,,,,
18-Dec-18,962.89,"1,196.29","1,351.16","2,106.92","2,070.34","2,976.14","1,597.62",,,,,,,,,,,,,,,,,,,
27-Dec-18,973.159,"1,234.77","1,614.01","2,586.21","2,879.72","3,004.45","2,240.62",,,,,,,,,,,,,,,,,,,
03-Jan-19,900.833,"1,159.70","1,383.27","2,027.79","2,162.73","2,995.01","1,755.46",,,,,,,,,,,,,,,,,,,
12-Jan-19,"1,093.83","1,318.12","1,506.37","1,905.35","2,073.92","2,983.46","1,868.78",,,,,,,,,,,,,,,,,,,
19-Jan-19,873.325,"1,135.67","1,351.98","1,804.51","1,994.17","3,025.00","1,781.18",,,,,,,,,,,,,,,,,,,
28-Jan-19,"1,017.59","1,187.18","1,442.50","2,055.39","2,185.56","2,974.49","1,831.23",,,,,,,,,,,,,,,,,,,
04-Feb-19,"1,658.64","1,779.06","1,890.97","2,227.27","2,434.59","2,937.96","2,080.48",,,,,,,,,,,,,,,,,,,
13-Feb-19,"1,746.40","1,683.94","1,763.12","2,028.50","1,800.38","2,965.95","1,460.88",,,,,,,,,,,,,,,,,,,
20-Feb-19,809.796,"1,011.37","1,215","1,587.84","1,729.85","3,060.49","1,586.34",,,,,,,,,,,,,,,,,,,
01-Mar-19,"1,054.78","1,238.71","1,488.85","1,913.60","2,120.99","3,026.31","1,912.75",,,,,,,,,,,,,,,,,,,
08-Mar-19,"1,054.43","1,326.73","1,637.96","2,217.23","2,422.33","3,037.69","1,971.52",,,,,,,,,,,,,,,,,,,
17-Mar-19,"1,086.06","1,350.28","1,578.62","2,117.65","2,267.56","3,075.24","1,964.30",,,,,,,,,,,,,,,,,,,
24-Mar-19,993.073,"1,318.06","1,665.46","2,443.85","2,643.18","3,114.36","2,154.22",,,,,,,,,,,,,,,,,,,
02-Apr-19,"1,116.54","1,446.43","1,885.53","2,668.24","3,003.03","3,164.48","2,493.10",,,,,,,,,,,,,,,,,,,
09-Apr-19,951.155,"1,287.61","1,584.93","2,120.45","2,357.20","3,147.37","2,042.22",,,,,,,,,,,,,,,,,,,
18-Apr-19,"1,094.76","1,452.26","1,790.14","2,429.17","2,704.49","3,118.26","2,228.65",,,,,,,,,,,,,,,,,,,
25-Apr-19,"1,025.17","1,336.31","1,623.32","2,190.71","2,472.80","3,137.66","2,042.40",,,,,,,,,,,,,,,,,,,
04-May-19,"1,199.20","1,436.54","1,717.99","2,273.18","2,426.05","3,090.02","2,126.65",,,,,,,,,,,,,,,,,,,
11-May-19,"1,087.16","1,446.20","1,778.75","2,316.73","2,569.11","3,094.72","2,099.12",,,,,,,,,,,,,,,,,,,
20-May-19,"1,226.40","1,552.61","1,821.07","2,227.78","2,420.96","3,124.23","2,115.69",,,,,,,,,,,,,,,,,,,
27-May-19,"1,052.13","1,411.39","1,755.52","2,267.01","2,569.94","3,142.35","2,094.08",,,,,,,,,,,,,,,,,,,
05-Jun-19,"1,151.72","1,416.53","1,752.59","2,438.72","2,595.37","3,117.16","2,159.66",,,,,,,,,,,,,,,,,,,
28-Jun-19,"4,637.68","4,800.49","4,931.02","5,327.24","2,307.67","2,386.22","2,021.34",,,,,,,,,,,,,,,,,,,
23-Jul-19,"2,404.28","2,258.73","2,421.64","2,633.85","2,184.13","2,946.68","1,594.13",,,,,,,,,,,,,,,,,,,
24-Aug-19,"1,097.34","1,194.68","1,095.88","1,384.56",956.21,"2,956.40",694.873,,,,,,,,,,,,,,,,,,,
31-Aug-19,"1,422.63","1,537.76","1,438.75","1,711.28","1,236.67","2,858.12",961.841,,,,,,,,,,,,,,,,,,,
11-Oct-19,500.716,618.902,514.01,660.366,370.943,"3,011.62",289.804,,,,,,,,,,,,,,,,,,,
18-Oct-19,741.462,863.226,802.794,"1,144.88",801.347,"3,003.13",605.663,,,,,,,,,,,,,,,,,,,
12-Nov-19,869.749,872.206,877.411,"1,237.53",955.349,"2,997.42",737.417,,,,,,,,,,,,,,,,,,,
19-Nov-19,744.903,856.517,817.111,"1,016.55",785.01,"2,991.32",631.99,,,,,,,,,,,,,,,,,,,
28-Nov-19,"1,372.34","1,361.35","1,241.90","1,275.41",673.371,"2,950.22",415.761,,,,,,,,,,,,,,,,,,,
05-Dec-19,"1,554.44","1,636.55","1,634.63","1,874.06","1,725.91","2,778.41","1,592.09",,,,,,,,,,,,,,,,,,,
14-Dec-19,727.816,838.52,790.796,941.459,722.878,"2,934.71",557.163,,,,,,,,,,,,,,,,,,,
21-Dec-19,"1,016.85","1,130.11","1,098.79","1,137.16",862.86,"2,940.55",681.705,,,,,,,,,,,,,,,,,,,
30-Dec-19,777.705,900.202,887.992,"1,072.40",930.682,"2,908.85",754.279,,,,,,,,,,,,,,,,,,,
